freely,FALSE,
easily,FALSE,
manually,FALSE,
quickly,FALSE,
automatically,FALSE,
regularly,FALSE,
continuously,FALSE,
constantly,FALSE,
later,FALSE,
immediately,FALSE,
rapidly,FALSE,
download,TRUE,
keep,TRUE,
directly,FALSE,
separately,FALSE,
permanently,FALSE,
online,FALSE,
instantly,FALSE,
individually,FALSE,
update,TRUE,
expand,TRUE,
restore,TRUE,
instal,TRUE,1
improve,TRUE,1
upgrade,TRUE,1
replace,TRUE,1
add,TRUE,1
maintain,TRUE,1
use,TRUE,1
name,FALSE,1
directory,TRUE,1
file,TRUE,1
password,FALSE,1
index,TRUE,1
address,TRUE,1
key,FALSE,1
database,FALSE,1
ID,FALSE,1
header,TRUE,1
title,TRUE,1
location,TRUE,1
number,TRUE,1
folder,FALSE,1
document,TRUE,1
bank,FALSE,1
copyright,TRUE,1
port,TRUE,1
destination,FALSE,1
user,TRUE,1
time,TRUE,1
geographic,FALSE,1
geographical,FALSE,1
state,TRUE,1
date,TRUE,1
local,FALSE,1
#,FALSE,1
type,TRUE,1
size,TRUE,1
format,TRUE,1
name,TRUE,1
system,TRUE,1
version,TRUE,1
rank,FALSE,1
designation,FALSE,1
space,TRUE,1
status,FALSE,1
object,TRUE,1
email,TRUE,1
datum,TRUE,1
domain,TRUE,1
device,TRUE,1
class,FALSE,1
action,TRUE,1
activation,FALSE,1
activity,TRUE,1
active,FALSE,1
event,TRUE,1
action,FALSE,1
information,TRUE,1
alert,FALSE,1
incident,TRUE,1
electronic,FALSE,1
input,TRUE,1
instruction,TRUE,1
attack,TRUE,1
audit,TRUE,1
error,TRUE,1
record,TRUE,1
report,TRUE,1
statement,TRUE,1
log,TRUE,1
#,FALSE,1
account,TRUE,1
#,FALSE,1
register,TRUE,1
record,FALSE,1
result,TRUE,1
summary,FALSE,1
list,TRUE,1
collection,TRUE,1
sequence,TRUE,1
set,TRUE,1
series,TRUE,1
trail,TRUE,1
review,TRUE,1
chain,FALSE,1
string,TRUE,1
compilation,TRUE,1
action,TRUE,1
decision,TRUE,1
step,TRUE,1
measure,TRUE,1
measurement,TRUE,1
statement,TRUE,1
note,TRUE,1
care,TRUE,1
activity,TRUE,1
change,TRUE,1
risk,TRUE,1
reading,TRUE,1
take,TRUE,1
perform,TRUE,1
do,TRUE,1
undertake,TRUE,1
make,TRUE,1
initiate,TRUE,1
execute,TRUE,1
conduct,TRUE,1
require,TRUE,1
take,TRUE,1
direct,TRUE,1
give,TRUE,1
implement,TRUE,1
organization,TRUE,1
company,TRUE,1
agency,TRUE,1
employee,TRUE,1
customer,TRUE,1
individual,TRUE,1
person,TRUE,1
government,TRUE,1
owner,TRUE,1
client,TRUE,1
program,TRUE,1
employee,TRUE,1
software,TRUE,1
computer,TRUE,1
process,TRUE,1
application,TRUE,1
project,TRUE,1
app,TRUE,1
',FALSE,1
range,TRUE,1
run,TRUE,1
change,TRUE,1
output,TRUE,1
jump,FALSE,1
change,TRUE,1
read,TRUE,1
print,TRUE,1
text,TRUE,1
transform,FALSE,1
proceed,FALSE,1
go,TRUE,1
convert,FALSE,1
make,TRUE,1
make,TRUE,1
make,TRUE,1
make,TRUE,1
make,TRUE,1
make,TRUE,1
make,TRUE,1
the,FALSE,1
all,FALSE,1
for,FALSE,1
with,FALSE,1
new,FALSE,1
consider,TRUE,1
general,FALSE,1
new,FALSE,1
content,TRUE,1
specific,FALSE,1
certain,FALSE,1
user,TRUE,1
personal,FALSE,1
profile,TRUE,1
profile,TRUE,1
preference,TRUE,1
satisfaction,TRUE,1
involvement,TRUE,1
identity,FALSE,1
behavior,TRUE,1
characteristic,TRUE,1
concern,TRUE,1
participation,FALSE,1
view,TRUE,1
presence,FALSE,1
interest,TRUE,1
feature,TRUE,1
need,TRUE,1
multiple,FALSE,1
particular,FALSE,1
exist,TRUE,1
different,FALSE,1
appropriate,FALSE,1
feature,TRUE,1
custom,FALSE,1
source,TRUE,1
product,TRUE,1
interface,TRUE,1
account,TRUE,1
specification,TRUE,1
plan,TRUE,1
report,TRUE,1
model,TRUE,1
attribute,TRUE,1
non,FALSE,1
pre,FALSE,1
vendor,TRUE,1
self,TRUE,1
industry,TRUE,1
otherwise,FALSE,1
sub,TRUE,1
post,TRUE,1
author,TRUE,1
site,TRUE,1
purpose,TRUE,1
center,TRUE,1
relate,TRUE,1
friendly,FALSE,1
orient,TRUE,1
base,TRUE,1
interface,TRUE,1
define,TRUE,1
generate,TRUE,1
focus,TRUE,1
level,TRUE,1
drive,TRUE,1
interaction,TRUE,1
create,TRUE,1
parameter,TRUE,1
tool,TRUE,1
category,TRUE,1
setting,TRUE,1
criterion,TRUE,1
domain,TRUE,1
function,TRUE,1
useful,FALSE,1
suitable,FALSE,1
necessary,FALSE,1
available,FALSE,1
sufficient,FALSE,1
need,TRUE,1
intend,TRUE,1
design,TRUE,1
inadequate,FALSE,1
insufficient,FALSE,1
adequate,FALSE,1
responsible,FALSE,1
create,TRUE,1
develop,TRUE,1
edit,TRUE,1
select,TRUE,1
alter,TRUE,1
change,TRUE,1
read,TRUE,1
adjust,TRUE,1
enhance,TRUE,1
add,TRUE,1
acquire,TRUE,1
generate,TRUE,1
view,TRUE,1
learn,TRUE,1
design,TRUE,1
share,TRUE,1
manage,TRUE,1
identify,TRUE,1
distribute,TRUE,1
describe,TRUE,1
promote,TRUE,1
organize,TRUE,1
display,TRUE,1
analyze,TRUE,1
application,TRUE,1
service,TRUE,1
functionality,TRUE,1
task,TRUE,1
website,TRUE,1
product,TRUE,1
device,TRUE,1
assumption,FALSE,1
distinction,FALSE,1
recommendation,TRUE,1
choice,TRUE,1
decision,TRUE,1
assumption,FALSE,1
choice,TRUE,1
determination,FALSE,1
difference,FALSE,1
adjustment,FALSE,1
definition,TRUE,1
recommendation,TRUE,1
modification,TRUE,1
visible,FALSE,1
relevant,FALSE,1
present,FALSE,1
consider,TRUE,1
specify,TRUE,1
present,TRUE,1
offer,TRUE,1
display,TRUE,1
produce,TRUE,1
less,FALSE,1
equally,FALSE,1
highly,FALSE,1
particularly,FALSE,1
deem,TRUE,1
sufficiently,FALSE,1
also,FALSE,1
manager,FALSE,1
x,TRUE,1
v,FALSE,1
c,TRUE,1
management,FALSE,1
control,FALSE,1
b,FALSE,1
support,TRUE,1
#,FALSE,1
r,FALSE,1
environment,TRUE,1
experience,TRUE,1
module,TRUE,1
tool,TRUE,1
model,TRUE,1
code,TRUE,1
guide,TRUE,1
base,TRUE,1
service,TRUE,1
people,TRUE,1
person,TRUE,1
individual,TRUE,1
patient,FALSE,1
anyone,FALSE,1
client,TRUE,1
someone,FALSE,1
customer,TRUE,1
child,TRUE,1
personnel,TRUE,1
skill,TRUE,1
requirement,TRUE,1
equipment,TRUE,1
ability,TRUE,1
expertise,TRUE,1
knowledge,TRUE,1
capability,TRUE,1
circumstance,FALSE,1
training,TRUE,1
disability,FALSE,1
system,TRUE,1
technology,TRUE,1
app,TRUE,1
technology,TRUE,1
hardware,TRUE,1
program,TRUE,1
unavailable,FALSE,1
support,TRUE,1
develop,TRUE,1
employ,TRUE,1
apply,TRUE,1
helpful,FALSE,1
technical,FALSE,1
safety,TRUE,1
design,TRUE,1
development,TRUE,1
professional,FALSE,1
management,TRUE,1
license,FALSE,1
operate,TRUE,1
functional,FALSE,1
usage,TRUE,1
programming,TRUE,1
